iter	Passed	Remaining
1661	96754	19676
1662	96810	19618
1663	96866	19559
1664	96920	19500
1665	96982	19443
1666	97040	19384
1667	97097	19326
1668	97159	19268
1669	97214	19209
1670	97270	19151
1671	97325	19092
1672	97384	19034
1673	97445	18976
1674	97502	18918
1675	97551	18858
1676	97608	18799
1677	97661	18740
1678	97710	18680
1679	97764	18621
1680	97818	18562
1681	97874	18504
1682	97935	18446
1683	97993	18388
1684	98049	18329
1685	98109	18271
1686	98164	18213
1687	98219	18154
1688	98276	18095
1689	98335	18037
1690	98391	17979
1691	98446	17920
1692	98500	17861
1693	98554	17802
1694	98609	17743
1695	98658	17684
1696	98711	17624
1697	98770	17566
1698	98835	17510
1699	98888	17450
1700	98943	17392
1701	98996	17333
1702	99053	17274
1703	99107	17215
1704	99161	17157
1705	99216	17098
1706	99283	17041
1707	99335	16982
1708	99395	16924
1709	99452	16866
1710	99510	16807
1711	99561	16748
1712	99616	16690
1713	99673	16631
1714	99729	16573
1715	99796	16516
1716	99850	16457
1717	99911	16399
1718	99963	16340
1719	100016	16281
1720	100070	16223
1721	100120	16163
1722	100175	16104
1723	100237	16047
1724	100294	15988
1725	100347	15930
1726	100401	15871
1727	100454	15812
1728	100513	15754
1729	100572	15696
1730	100629	15637
1731	100693	15580
1732	100753	15522
1733	100808	15464
1734	100860	15405
1735	100917	15346
1736	100967	15287
1737	101024	15229
1738	101074	15169
1739	101132	15111
1740	101191	15053
1741	101248	14995
1742	101303	14936
1743	101359	14878
1744	101418	14820
1745	101470	14761
1746	101522	14702
1747	101580	14644
1748	101633	14585
1749	101695	14527
1750	101751	14469
1751	101802	14410
1752	101862	14352
1753	101915	14293
1754	101971	14235
1755	102027	14176
1756	102080	14118
1757	102142	14060
1758	102197	14002
1759	102255	13943
1760	102312	13885
1761	102367	13827
1762	102423	13768
1763	102478	13710
1764	102531	13651
1765	102592	13593
1766	102651	13535
1767	102705	13477
1768	102763	13419
1769	102816	13360
1770	102871	13301
1771	102927	13243
1772	102988	13185
1773	103042	13127
1774	103099	13068
1775	103161	13011
1776	103214	12952
1777	103276	12895
1778	103335	12837
1779	103392	12778
1780	103446	12720
1781	103499	12661
1782	103554	12603
1783	103617	12545
1784	103673	12487
1785	103732	12429
1786	103784	12370
1787	103837	12311
1788	103891	12253
1789	103950	12195
1790	104007	12137
1791	104071	12079
1792	104132	12022
1793	104186	11963
1794	104246	11905
1795	104299	11846
1796	104355	11788
1797	104411	11730
1798	104466	11671
1799	104519	11613
1800	104580	11555
1801	104638	11497
1802	104693	11439
1803	104748	11380
1804	104805	11322
1805	104856	11263
1806	104911	11205
1807	104968	11147
1808	105031	11089
1809	105089	11031
1810	105143	10973
1811	105192	10914
1812	105256	10856
1813	105309	10798
1814	105367	10739
1815	105426	10682
1816	105485	10624
1817	105545	10566
1818	105606	10508
1819	105659	10449
1820	105725	10392
1821	105787	10334
1822	105841	10276
1823	105901	10218
1824	105962	10160
1825	106024	10103
1826	106074	10044
1827	106129	9985
1828	106186	9927
1829	106248	9870
1830	106305	9811
1831	106365	9754
1832	106423	9696
1833	106483	9638
1834	106545	9580
1835	106601	9522
1836	106656	9463
1837	106709	9405
1838	106765	9347
1839	106820	9288
1840	106875	9230
1841	106931	9172
1842	106996	9114
1843	107051	9056
1844	107104	8997
1845	107162	8939
1846	107222	8881
1847	107274	8823
1848	107328	8765
1849	107384	8706
1850	107444	8648
1851	107503	8591
1852	107558	8532
1853	107615	8474
1854	107671	8416
1855	107723	8357
1856	107782	8299
1857	107837	8241
1858	107895	8183
1859	107955	8125
1860	108012	8067
1861	108071	8009
1862	108127	7951
1863	108184	7893
1864	108241	7835
1865	108298	7777
1866	108350	7718
1867	108412	7660
1868	108471	7602
1869	108526	7544
1870	108580	7486
1871	108636	7428
1872	108690	7369
1873	108746	7311
1874	108798	7253
1875	108851	7194
1876	108909	7136
1877	108964	7078
1878	109019	7020
1879	109073	6962
1880	109129	6903
1881	109186	6845
1882	109246	6788
1883	109305	6730
1884	109362	6671
1885	109418	6613
1886	109477	6555
1887	109542	6498
1888	109597	6440
1889	109654	6382
1890	109706	6323
1891	109756	6265
1892	109816	6207
1893	109872	6149
1894	109936	6091
1895	109990	6033
1896	110049	5975
1897	110103	5917
1898	110155	5858
1899	110212	5800
1900	110270	5742
1901	110326	5684
1902	110382	5626
1903	110436	5568
1904	110487	5509
1905	110541	5451
1906	110595	5393
1907	110650	5335
1908	110702	5277
1909	110762	5219
1910	110820	5161
1911	110875	5103
1912	110931	5044
1913	110986	4986
1914	111045	4928
1915	111101	4870
1916	111154	4812
1917	111214	4754
1918	111274	4696
1919	111331	4638
1920	111387	4580
1921	111445	4522
1922	111498	4464
1923	111555	4406
1924	111625	4349
1925	111684	4291
1926	111755	4233
1927	111823	4175
1928	111887	4118
1929	111947	4060
1930	112006	4002
1931	112064	3944
1932	112126	3886
1933	112190	3828
1934	112250	3770
1935	112311	3712
1936	112376	3654
1937	112434	3596
1938	112498	3539
1939	112563	3481
1940	112633	3423
1941	112692	3365
1942	112755	3307
1943	112822	3250
1944	112906	3192
1945	112975	3134
1946	113038	3077
1947	113097	3019
1948	113157	2961
1949	113217	2903
1950	113274	2844
1951	113330	2786
1952	113393	2728
1953	113448	2670
1954	113509	2612
1955	113566	2554
1956	113626	2496
1957	113682	2438
1958	113743	2380
1959	113798	2322
1960	113856	2264
1961	113911	2206
1962	113971	2148
1963	114027	2090
1964	114091	2032
1965	114144	1974
1966	114207	1916
1967	114259	1857
1968	114317	1799
1969	114368	1741
1970	114429	1683
1971	114488	1625
1972	114551	1567
1973	114610	1509
1974	114671	1451
1975	114732	1393
1976	114791	1335
1977	114855	1277
1978	114912	1219
1979	114975	1161
1980	115032	1103
1981	115094	1045
1982	115151	987
1983	115208	929
1984	115271	871
1985	115334	813
1986	115394	754
1987	115458	696
1988	115518	638
1989	115575	580
1990	115630	522
1991	115692	464
1992	115747	406
1993	115809	348
1994	115866	290
1995	115931	232
1996	115988	174
1997	116048	116
1998	116109	58
1999	116166	0
