iter	RMSE
643	8.765886208
644	8.765716854
645	8.765564419
646	8.765419482
647	8.765268353
648	8.7651134
649	8.76491144
650	8.764765818
651	8.764581691
652	8.764411656
653	8.764272142
654	8.764115777
655	8.76399458
656	8.763854009
657	8.763672511
658	8.763516475
659	8.763320016
660	8.763163463
661	8.763029457
662	8.762860294
663	8.762725717
664	8.762546293
665	8.76239799
666	8.76218742
667	8.762069302
668	8.761814009
669	8.761679798
670	8.761555353
671	8.761371459
672	8.761190792
673	8.761045353
674	8.760887416
675	8.760661866
676	8.760432777
677	8.760282697
678	8.760173503
679	8.760041602
680	8.759902446
681	8.7597616
682	8.759629297
683	8.759529735
684	8.759401294
685	8.759243345
686	8.759091183
687	8.758932524
688	8.758804962
689	8.758661433
690	8.758561045
691	8.758406316
692	8.758293661
693	8.758107155
694	8.757938832
695	8.757794481
696	8.757674088
697	8.757531512
698	8.757415595
699	8.757250554
700	8.757021614
701	8.756881787
702	8.756716981
703	8.756554393
704	8.756376469
705	8.756215575
706	8.756019368
707	8.755806034
708	8.755688896
709	8.755506908
710	8.755360835
711	8.755234914
712	8.755093438
713	8.75494506
714	8.754847368
715	8.754723101
716	8.75454348
717	8.754420229
718	8.754274937
719	8.754117681
720	8.753914978
721	8.753748093
722	8.753612463
723	8.753478441
724	8.753307924
725	8.75315642
726	8.753006074
727	8.752801
728	8.752692785
729	8.752493194
730	8.752327433
731	8.752207849
732	8.752044279
733	8.751884959
734	8.751685375
735	8.751536363
736	8.751414337
737	8.751248688
738	8.751051641
739	8.750876483
740	8.75065904
741	8.750495408
742	8.750373905
743	8.750211845
744	8.750059733
745	8.749909033
746	8.749763107
747	8.749603512
748	8.749412107
749	8.749267127
750	8.749107868
751	8.748914446
752	8.748793377
753	8.748674902
754	8.748512025
755	8.748375459
756	8.748224131
757	8.74800495
758	8.747918813
759	8.747745541
760	8.74758388
761	8.747429402
762	8.747198718
763	8.747043171
764	8.74691072
765	8.746778318
766	8.746623066
767	8.746479849
768	8.746333274
769	8.746189427
770	8.746052509
771	8.74594319
772	8.745768718
773	8.745629518
774	8.745425796
775	8.745225636
776	8.745097238
777	8.744964752
778	8.74483577
779	8.7446393
780	8.744485615
781	8.744395037
782	8.744228558
783	8.744049674
784	8.743904617
785	8.743758877
786	8.743600471
787	8.743467727
788	8.743351746
789	8.743233533
790	8.743055827
791	8.742939612
792	8.742826562
793	8.74264037
794	8.742436579
795	8.742295016
796	8.742160216
797	8.741991734
798	8.741865761
799	8.741733244
800	8.741569925
801	8.741422547
802	8.741266842
803	8.741126057
804	8.740957531
805	8.740811347
806	8.74064775
807	8.740470548
808	8.740361632
809	8.740246094
810	8.740074581
811	8.73994094
812	8.739810434
813	8.739663322
814	8.739569031
815	8.739422546
816	8.739297421
817	8.739094463
818	8.73892765
819	8.738807227
820	8.738702452
821	8.738584999
822	8.738435692
823	8.738318149
824	8.738177774
825	8.738062171
826	8.737884314
827	8.737741929
828	8.737609542
829	8.737424228
830	8.737257652
831	8.737109624
832	8.737006392
833	8.736854964
834	8.736738607
835	8.736612205
836	8.736462403
837	8.736284737
838	8.736143274
839	8.73603944
840	8.735912664
841	8.735742685
842	8.735508359
843	8.73541985
844	8.735291018
845	8.735181368
846	8.735039199
847	8.73492192
848	8.734799511
849	8.734639257
850	8.734470291
851	8.734354671
852	8.734232373
853	8.734061242
854	8.733879868
855	8.733753902
856	8.73361518
857	8.733517557
858	8.733404992
859	8.733183229
860	8.733045489
861	8.732891996
862	8.732769074
863	8.732637896
864	8.732498428
865	8.732331338
866	8.732157289
867	8.732015499
868	8.731808426
869	8.731647094
870	8.731488236
871	8.73136678
872	8.731188308
873	8.731054657
874	8.730936243
875	8.730754389
876	8.730608236
877	8.730418315
878	8.73027551
879	8.730171343
880	8.730026346
881	8.7298788
882	8.729723936
883	8.729575297
884	8.729429816
885	8.729319388
886	8.729168621
887	8.729007235
888	8.728877335
889	8.728767352
890	8.728642733
891	8.728520949
892	8.728370597
893	8.728215308
894	8.728088369
895	8.727963846
896	8.727776359
897	8.727627945
898	8.727480051
899	8.727374588
900	8.727260006
901	8.727147261
902	8.727011791
903	8.726789706
904	8.726699037
905	8.726581083
906	8.726430332
907	8.726248678
908	8.726057268
909	8.725920243
910	8.72575706
911	8.725621663
912	8.725466488
913	8.725275291
914	8.725152474
915	8.725000791
916	8.724893167
917	8.724778852
918	8.724626009
919	8.724509891
920	8.724417143
921	8.724315527
922	8.724217746
923	8.724108903
924	8.723921462
925	8.723772174
926	8.723623272
927	8.723499366
928	8.723342832
929	8.723232176
930	8.723112675
931	8.722965783
932	8.722851403
933	8.722730854
934	8.722580376
935	8.722451418
936	8.72230485
937	8.722163402
938	8.722033816
939	8.721881725
940	8.721758737
941	8.721619574
942	8.721514338
943	8.721412139
944	8.721257707
945	8.721114805
946	8.720995963
947	8.720865256
948	8.720705597
949	8.720563057
950	8.720467296
951	8.720330156
952	8.720213016
953	8.720060902
954	8.719958855
955	8.719814526
956	8.719694696
957	8.719561857
958	8.719394278
959	8.719296015
960	8.719167505
961	8.719057313
962	8.718912052
963	8.718816154
964	8.718701631
965	8.718574414
966	8.718436515
967	8.718265569
968	8.718138698
969	8.718047731
970	8.717926071
971	8.717724434
972	8.717591773
973	8.717452
974	8.717304679
975	8.717151631
976	8.717007122
977	8.716902998
978	8.716811224
979	8.716668375
980	8.716550153
981	8.71644225
982	8.716308776
983	8.716173921
984	8.716103503
985	8.71600398
986	8.715894013
987	8.71574401
988	8.715632312
989	8.715505287
990	8.715368418
991	8.715241514
992	8.715119054
993	8.714946676
994	8.714825363
995	8.714689971
996	8.714564676
997	8.714434271
998	8.714305145
999	8.714178021
1000	8.71406441
1001	8.713939396
1002	8.71380213
1003	8.713632026
1004	8.713535544
1005	8.713389633
1006	8.713246899
1007	8.713069007
1008	8.712934728
1009	8.712843164
1010	8.712738879
1011	8.71258498
1012	8.712444581
1013	8.712355403
1014	8.712235448
1015	8.712100137
1016	8.711989028
1017	8.711809651
1018	8.711680446
1019	8.711565763
1020	8.711466484
1021	8.711351309
1022	8.711244143
1023	8.711103184
1024	8.710962512
1025	8.71087628
1026	8.710714887
1027	8.710638377
1028	8.71053371
1029	8.710431449
1030	8.710367726
1031	8.710230819
1032	8.710098339
1033	8.710013539
1034	8.709885083
1035	8.709758762
1036	8.70968048
1037	8.709587097
1038	8.709451717
1039	8.709307287
1040	8.709169623
1041	8.709016525
1042	8.708863641
1043	8.708802959
1044	8.708699628
1045	8.708555896
1046	8.708350226
1047	8.708249035
1048	8.708127225
1049	8.707988312
1050	8.707876952
1051	8.707695407
1052	8.707571052
1053	8.707446789
1054	8.707332111
1055	8.707201044
1056	8.707067569
1057	8.70696529
1058	8.70680978
1059	8.706715965
1060	8.706581548
1061	8.706462587
1062	8.706360986
1063	8.70620758
1064	8.706083553
1065	8.705990013
1066	8.70586011
1067	8.705761182
1068	8.705650885
1069	8.705498221
1070	8.705393899
1071	8.705263568
1072	8.705127775
1073	8.705028331
1074	8.70492317
1075	8.704814432
1076	8.704663885
1077	8.704546974
1078	8.70445503
1079	8.704291875
1080	8.704143557
1081	8.704015113
1082	8.7038819
1083	8.703779652
1084	8.703669327
1085	8.703551587
1086	8.70341668
1087	8.703284418
1088	8.70316055
1089	8.703004084
1090	8.70285684
1091	8.702714834
1092	8.7025977
1093	8.70249439
1094	8.702354228
1095	8.702261269
1096	8.702150563
1097	8.702064789
1098	8.701934721
1099	8.701819233
1100	8.701673385
1101	8.701562791
1102	8.701397617
1103	8.701324146
1104	8.701165472
1105	8.701054967
1106	8.700944797
1107	8.700817401
1108	8.700703187
1109	8.700588013
1110	8.700483098
1111	8.700322902
1112	8.700188745
1113	8.700036116
1114	8.699919523
1115	8.699786329
1116	8.699680898
1117	8.69957193
1118	8.699432825
1119	8.699322025
1120	8.699203431
1121	8.699101013
1122	8.698987738
1123	8.698893328
1124	8.698754684
1125	8.698594109
1126	8.698487303
1127	8.698371552
1128	8.698245905
1129	8.698145703
1130	8.698007662
1131	8.697900035
1132	8.69777996
1133	8.697672524
1134	8.69753021
1135	8.697399982
1136	8.697232559
1137	8.697103179
1138	8.697006946
1139	8.696863775
1140	8.696738253
1141	8.6966597
1142	8.696542371
1143	8.696444357
1144	8.696320203
1145	8.696210479
1146	8.696055082
1147	8.695904792
1148	8.695804517
1149	8.695658692
1150	8.695498195
1151	8.695327889
1152	8.695216486
1153	8.695087621
1154	8.69494958
1155	8.694775337
1156	8.694673204
1157	8.694528836
1158	8.694412715
1159	8.694304278
1160	8.694173528
1161	8.694090099
1162	8.693969919
1163	8.693845893
1164	8.69373865
1165	8.693630123
1166	8.693488388
1167	8.693398311
1168	8.693285353
1169	8.693151785
1170	8.693031855
1171	8.692935976
1172	8.692838746
1173	8.692680012
1174	8.692538965
1175	8.692390549
1176	8.692303993
1177	8.692160518
1178	8.692042203
1179	8.69190853
1180	8.691803697
1181	8.691670371
1182	8.691565093
1183	8.691478501
1184	8.691351378
1185	8.691226413
1186	8.691107014
1187	8.690991047
1188	8.690890345
1189	8.690754359
1190	8.690653105
1191	8.690538771
1192	8.690436885
1193	8.690302117
1194	8.690190693
1195	8.690055054
1196	8.689938123
1197	8.689815737
1198	8.689724346
1199	8.68961058
1200	8.689471012
1201	8.68937936
1202	8.689268409
1203	8.689149337
1204	8.689042767
1205	8.688923736
1206	8.688843195
1207	8.688725855
1208	8.688587768
1209	8.688475962
1210	8.688327901
1211	8.688223978
1212	8.68808956
1213	8.687949119
1214	8.687814399
1215	8.687700781
1216	8.687561962
1217	8.687457294
1218	8.687310511
1219	8.687187528
1220	8.687068126
1221	8.686947322
1222	8.686823057
1223	8.686699575
1224	8.686580421
1225	8.686430677
1226	8.68630271
1227	8.686176323
1228	8.686078364
1229	8.685965113
1230	8.685856195
1231	8.685719218
1232	8.685624468
1233	8.685479291
1234	8.685397183
1235	8.685282025
1236	8.685164997
1237	8.685064175
1238	8.684957433
1239	8.684843901
1240	8.684692301
1241	8.68454638
1242	8.68444127
1243	8.684319083
1244	8.684223094
1245	8.684075226
1246	8.683948652
1247	8.683861614
1248	8.683701908
1249	8.683603664
1250	8.683501131
1251	8.683391971
1252	8.683280563
1253	8.683133331
1254	8.683023751
1255	8.682909373
1256	8.682740091
1257	8.682586628
1258	8.682435674
1259	8.682306019
1260	8.682223946
1261	8.682078337
1262	8.681955911
1263	8.681819914
1264	8.681714066
1265	8.681609898
1266	8.681492231
1267	8.681411617
1268	8.68128866
1269	8.681168308
1270	8.681047373
1271	8.680935544
1272	8.680807412
1273	8.680661967
1274	8.680543067
1275	8.680434026
1276	8.680316077
1277	8.680211462
1278	8.680103261
1279	8.68000776
1280	8.679918011
1281	8.679781125
1282	8.679649003
1283	8.67953957
1284	8.679439629
1285	8.679315065
1286	8.679186839
1287	8.679048424
1288	8.678979644
1289	8.678879303
1290	8.678751553
1291	8.678665492
1292	8.678534652
1293	8.678398563
1294	8.678292246
1295	8.678210194
1296	8.678077515
1297	8.677959249
1298	8.677881056
1299	8.677793794
1300	8.677675196
1301	8.677563162
1302	8.67747166
1303	8.677343544
1304	8.677217472
1305	8.677116824
1306	8.676973102
1307	8.676887032
1308	8.676777759
1309	8.676675336
1310	8.67652011
1311	8.676375042
1312	8.676273656
1313	8.676161106
1314	8.676023357
1315	8.675951778
1316	8.675802834
1317	8.675681803
1318	8.675583974
1319	8.675476437
1320	8.675365801
1321	8.675259486
1322	8.675140791
1323	8.675053257
1324	8.674937597
1325	8.674833902
1326	8.674702472
1327	8.674582614
1328	8.674483563
1329	8.674336557
1330	8.674202131
1331	8.67410683
1332	8.67401046
1333	8.673920339
1334	8.673799492
1335	8.673667309
1336	8.673560025
1337	8.673460801
1338	8.673372022
1339	8.673261529
1340	8.673167953
1341	8.67305222
1342	8.672952016
1343	8.67283699
1344	8.672712516
1345	8.672591468
1346	8.672473725
1347	8.672359078
1348	8.672266073
1349	8.672157096
1350	8.672036476
1351	8.671910137
1352	8.671806925
1353	8.671702745
1354	8.671555781
1355	8.671411756
1356	8.671272466
1357	8.671170935
1358	8.671071363
1359	8.670990813
1360	8.670881964
1361	8.670772205
1362	8.670638739
1363	8.670518104
1364	8.670380984
1365	8.670246654
1366	8.670139128
1367	8.670063225
1368	8.669931577
1369	8.669825782
1370	8.669732322
1371	8.669582008
1372	8.669483916
1373	8.669364887
1374	8.669255523
1375	8.669112896
1376	8.668981815
1377	8.66886776
1378	8.668792609
1379	8.66868904
1380	8.668553561
1381	8.668459284
1382	8.668350331
1383	8.668225162
1384	8.668127679
1385	8.668046307
1386	8.667937894
1387	8.667830507
1388	8.667733231
1389	8.667616342
1390	8.667497064
1391	8.667398752
1392	8.667299188
1393	8.667202346
1394	8.667102547
1395	8.667023218
1396	8.666948258
1397	8.666852547
1398	8.666739183
1399	8.666597497
1400	8.666509022
1401	8.666366001
1402	8.666276744
1403	8.666190338
1404	8.666044382
1405	8.665941312
1406	8.66583631
1407	8.665733557
1408	8.665622494
1409	8.665527966
1410	8.665402423
1411	8.665319178
1412	8.665193613
1413	8.665082936
1414	8.664957312
1415	8.664835041
1416	8.66470026
1417	8.664565643
1418	8.664470966
1419	8.664363189
1420	8.664273396
1421	8.664167804
1422	8.664055649
1423	8.663922498
1424	8.663814764
1425	8.663736113
1426	8.663626693
1427	8.663472518
1428	8.66332513
1429	8.663229752
1430	8.663118214
1431	8.663034456
1432	8.662928626
1433	8.662829718
1434	8.662737156
1435	8.662607233
1436	8.662525326
1437	8.662435171
1438	8.662339785
1439	8.66222351
1440	8.662101191
1441	8.661981303
1442	8.661860098
1443	8.661746297
1444	8.661627652
1445	8.661514293
1446	8.661371922
1447	8.66126153
1448	8.66116682
1449	8.661049608
1450	8.660944835
1451	8.660830829
1452	8.660658369
1453	8.660563248
1454	8.66045255
1455	8.660381059
1456	8.660258527
1457	8.660165479
1458	8.660026595
1459	8.659919813
1460	8.659818089
1461	8.659707145
1462	8.659609133
1463	8.659503236
1464	8.659392279
1465	8.65924829
1466	8.659144199
1467	8.6590747
1468	8.658955218
1469	8.65885921
1470	8.65873991
1471	8.658650936
1472	8.658553372
1473	8.658472856
1474	8.6583717
1475	8.658262054
1476	8.65818855
1477	8.65810129
1478	8.65799698
1479	8.657869838
1480	8.657745389
1481	8.657626253
1482	8.657555671
1483	8.657452967
1484	8.657340094
1485	8.657240938
1486	8.657105499
1487	8.657022271
1488	8.656907814
1489	8.656816973
1490	8.656750507
1491	8.656632006
1492	8.656501782
1493	8.656389589
1494	8.656281345
1495	8.656154743
1496	8.656044218
1497	8.655893966
1498	8.655768105
1499	8.655673427
1500	8.655599708
1501	8.65552049
1502	8.655414097
1503	8.655302219
1504	8.655179308
1505	8.655057362
1506	8.654936461
1507	8.654808644
1508	8.654699416
1509	8.654622718
1510	8.654539809
1511	8.654444593
1512	8.654350559
1513	8.65425349
1514	8.654154295
1515	8.654019065
1516	8.653890376
1517	8.653792291
1518	8.653694172
1519	8.653584826
1520	8.653480365
1521	8.653375332
1522	8.653286328
1523	8.653191119
1524	8.65307991
1525	8.652992286
1526	8.652882386
1527	8.652755145
1528	8.652640157
1529	8.652514634
1530	8.652430471
1531	8.652329298
1532	8.652218328
1533	8.652104456
1534	8.652005818
1535	8.651907332
1536	8.651803619
1537	8.651664803
1538	8.651544725
1539	8.65145147
1540	8.651362232
1541	8.651254375
1542	8.651170076
1543	8.651039648
1544	8.650923507
1545	8.650842375
1546	8.650732781
1547	8.650616854
1548	8.650514334
1549	8.650398217
1550	8.650301495
1551	8.650239399
1552	8.650133771
1553	8.650023645
1554	8.649936577
1555	8.649828686
1556	8.649724952
1557	8.649621865
1558	8.649535084
1559	8.649411624
1560	8.649299883
1561	8.649192026
1562	8.6491017
1563	8.649002367
1564	8.648893897
1565	8.648779072
1566	8.648689625
1567	8.648588797
1568	8.648526718
1569	8.648423846
1570	8.648329205
1571	8.648190441
1572	8.648084311
1573	8.647990084
1574	8.647899843
1575	8.64780125
1576	8.647671377
1577	8.647548858
1578	8.647433044
1579	8.647328002
1580	8.647226421
1581	8.647135
1582	8.647054381
1583	8.646954005
1584	8.646840065
1585	8.646744471
1586	8.646617791
1587	8.646532096
1588	8.646443133
1589	8.646335165
1590	8.646221167
1591	8.646099331
1592	8.645952226
1593	8.645872896
1594	8.645784812
1595	8.645696867
1596	8.645583227
1597	8.645491431
1598	8.645406717
1599	8.645296813
1600	8.645199019
1601	8.645103147
1602	8.644947442
1603	8.64479618
1604	8.644706925
1605	8.644575461
1606	8.644442425
1607	8.644349268
1608	8.644228267
1609	8.64414014
1610	8.644013249
1611	8.643930447
1612	8.643798478
1613	8.643643858
1614	8.643495462
1615	8.643395231
1616	8.643308191
1617	8.643185969
1618	8.643077275
1619	8.642975956
1620	8.642880764
1621	8.642796081
1622	8.642704192
1623	8.642603315
1624	8.642487064
1625	8.642408785
1626	8.642298425
1627	8.64223029
1628	8.642119482
1629	8.642009282
1630	8.641924098
1631	8.641819921
1632	8.641722715
1633	8.641638696
1634	8.641528004
1635	8.641412559
1636	8.641265348
1637	8.641120539
1638	8.641016288
1639	8.640921987
1640	8.640826708
1641	8.640733831
1642	8.640659654
1643	8.640539783
1644	8.640457296
1645	8.640323138
1646	8.640219676
1647	8.640111626
1648	8.640007575
1649	8.639921185
1650	8.639815905
1651	8.639722074
1652	8.63959705
1653	8.639517658
1654	8.639397697
1655	8.639311714
1656	8.639214518
1657	8.639105932
1658	8.638975528
1659	8.638891331
1660	8.63880832
1661	8.638717903
1662	8.638608531
1663	8.638497428
1664	8.638422841
